Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
$uicideboy$,FUCK,"[Verse 1: LIL REMAINS] Fuck a dead body, don't pick 'em up, let 'em dry East Side, 59, with the choppers out the ride Mommas cry, kids die, second line, Vietnam Testify, crucified, have your family by your side Full of fuck shit, double my cup with mud, bitch Sluts wanna suck dick, hit 'em with the drop kick Bitch, your pussy nonsense Demons with the Glock grip $uicidal cult shit, love to watch the blood drip  [Hook: LIL REMAINS] Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye  [Verse 2: YUNG MUTT] Rather be dead than bored, settle the score Let the metal pour right onto the floor Fuck your brain, you fucking whore Fuck your chain, you slave, I left the bloodstains on the door Blade made of iron ore, made stains right on the shore Washed away, the waves took it north But now I try to stay warm Catch another flight, and now I'm back on tour Can't relax me, motherfucking sacré-cœur Used to make shit pop like fucking kettle corn [Hook: YUNG MUTT] I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah",3:15,sadness,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,B Maj,88,-4.39db,4-Apr,Yes,67,81,75,44,17,80,1,0,0,0,0,0,0,0,0,0,0,"Trippie Redd,Playboi Carti",Miss The Rage Mashup,0.968049363,"Trippie Redd,Playboi Carti",Ghost Busters,0.968049363,"Trippie Redd,Playboi Carti",Poles 1469,0.968049363
$uicideboy$,Vincent Van Gogh Aint Got Shit on Me,"[Verse 1: YUNG $NOW] White boy so cold, they call me $now, hoe Wanna fuck with me? I know $carecrow, hoe Call up Navigator, blow a bag of dope, hoe Starry Night, posted on the fucking boat, hoe No limit to my $uicidal thoughts God, I bet you fucking chew through my own thoughts Smoke a blunt Told her who am I to cough when you the one who at a loss for the motherfucking words Throw her to the fucking curb, no loss Bitch, I be that fucking boss Got frost on my shoulder, but I had to wipe it off Cut my wrists just for the fucking gloss Duck a pig, fuck a bitch how I floss Fuckboys in my way, Christ coming off the cross See them motherfuckers pause not knowing it depends on a fucking coin toss Either way, I fucking lost  [Verse 2: $LICK $LOTH] $lickity-$lick keep the flame on the Bic Bitches run mouth when they all full of dick Roaches on me as I walk through the pit I'm that sick motherfucker hanging from a bridge Tiptoeing Hell's Ridge like I don't have no caution Kidnap your hoe, put that bitch in an auction Click clack, oh no, now y'all laying in coffins Get back fuckboy, 'cause my homicides often! Murderous genocide, conquering just to divide Coincide with my fucked up mind $uicide, let the trigger finger slide Grey tides, we ride Hear the battle cries for the most high Yung Christ, he died The $carecrow has risen tonight",2:14,anger,"hip hop,trap,cloud rap",My Liver Will Handle What My Heart Can't,21st September 2015,B Maj,200,-7.91db,4-Mar,Yes,52,68,55,11,34,27,14,0,1,0,0,1,0,0,0,0,0,ppcocaine,Homie Hopper,0.97731575,"Terror Reid,ELIOZIE",Buried Alive,0.956812794,"Damjonboi,Rio Da Young OG,FMB DZ,Eastside Reup",Freak Bitch,0.955132474
$uicideboy$,Lucky Me,"[Verse 1: LIL LONELY] Ruby stay at home on a Friday night Hoes blow up my phone, tell 'em that I'm quite alright I might forget that my pimp game is weak sometimes And if you slip you fall in love—now she gone Now I gotta ball, flex on Adderall Sex on Tramadol, I guess I'll try 'em all As I recollect, the records I collect Most of the artists wished for an early death I will give it my all, yes, I will give it my best Anything to replace all the static in my chest But I know she won't be home, I feel so fucking broke I'm lethal, I bleed foam, and seep smoke  [Verse 2: ANTHONY MARS] Tryna join the 27 Club So many times tried to get off the subs Yung Inebriated, Lil Half Cut Both knees are shaking from the mass drugs I put in my body every day, daily Ex on my mind when I start masturbating Somebody save me 'cause I have no patience When it comes to death, I'm not tryna be waitin' Not tryna be slaving for no vacation Not tryna be you or that bitch that you're datin', save all the fakin' I'm just rollin', smokin' with my two cups, still losin' In between if I'ma fold or blow up, $uicide is what I'm choosin'",1:46,sadness,"hip hop,trap,cloud rap",Eternal Grey,11th September 2016,B min,104,-6.1db,4-Apr,Yes,52,62,74,22,13,39,3,0,0,0,0,0,0,0,0,1,1,JPEGMAFIA,OG,0.973251421,Bohnes,Slither,0.970379523,Playboi Carti,YUNGXANHOE,0.948199336
$uicideboy$,Ocean $ide $uicide,"[Intro: YUNG CHRIST] I got a thousand razor blades, press 'em in your flesh Take my pitchfork out the fire, soak it in your chest Slowly creepin' out through my skin Dead friends on a bunch of tens Slaughter your body, murder with Oddy Moderately into photography  [Verse 1: YUNG CHRIST] Get the autopsy, cut through me Only to find out that this boy don't bleed Grab my piece, rest in peace Just to look in the eyes of the mask Blast, blast! In his ass, one to the head to make sure he passed Casket pimpin', killers with minds Lucifer of my time Cock that nine, shoot his spine, leave no witnesses behind Puff that gas, light it up, I'm just waiting to combust Chillin' in the catacombs, buncha dead prisoners  [Hook: Crunchy Black] Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes [Bridge: LIL UZI] I'm the freshest motherfucker in the dirt To be dead, I had to put in work Told them to bury me with a couple extra shirts Because I know when I go to hell, the first one is gettin' burned off While you're trying to get turnt up, I'm trying to get turnt off Swerve off a cliff, bitch, I'm burning a spliff, yeah Feeling like I am just stuck in a GIF, come take a dip  [Verse 2: LI UZI] Fuck all the fortune and fame, I just want to be tortured and put in a grave Once I was saved, but all them rainy days gave me a reason to become one Lucifer's slaves Noose and a blade Boostin' the shade in my brain Crucify me with a suit and tie See, I don't mind dying 'cause I will die trying Never be cruisin' that wave I paved my way I said, ""fuck it, I am never trying to save the day"" Yeah, put me on layaway As I lay in the grave, I slay the prey You can pray that I stay where I came In a cave of flames, bitch, I'm grey I'm a stain I get blamed for shady day I'm tame when I blaze away I'm dead, no shame in my grave, I'm chained [Outro: Crunchy Black] Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes Off the ocean side (ocean side) Call it suicide Suicide is no fucking crime in the devil's eyes",2:36,fear,"hip hop,trap,cloud rap",For the Last Time,5th September 2017,C# Maj,140,-9.61db,4-Apr,Yes,75,53,84,23,55,10,7,0,0,0,0,0,0,0,0,0,0,"Polo G,Lil Tjay",O.D.A.,0.979307085,Future,Mask Off Freestyle,0.978559888,"Cardi B,Megan Thee Stallion",Long Way Down,0.968443399
$uicideboy$,AM/PM,"[Verse 1: LIL HALF CUT] Windows down with a frown, ash on my jeans Been up eatin' beans These scenes keep on flashin' inside of my head But I'd rather be dead Got no bread, outta meds, I can't find no tranquility Put me outta my misery, insomnia drivin' me mental So I put on a front like golds on my dental, my life's accidental At the drop of a pencil, I might flash out and shoot every motherfucker while I'm drivin' a rental Oh no, don't tempt me, I ain't slept in six weeks Haven't ate since Wednesday Goddamn, I'm empty  [Verse 2: YUNG SLUMBER] I fall asleep, but I don't want to rise out of bed Escape to my dreams, I hope some of them wet The sun shinin' bright as I open my eyes And then close up the blinds, and wish that I was dead Some people wanna call me a pussy Some people wanna call me a bitch Some people wanna tell me that it ain't that bad ""Lift up that chin"" I wonder what they'd say after I slice my wrists Two slits, I'm gone in the endless abyss One way street, and I need a fucking lift If sleep is the cousin of death, I guess me and $lick countin' sheep 'til we outta breath, I mean, shit! Pour-Pourin' my emotions in a styrofoam cup Gulping it down 'till I don't give a fuck",2:04,sadness,"hip hop,trap,cloud rap",Dark Side of the Clouds,3rd February 2016,G# Maj,200,-8.14db,4-Apr,Yes,49,56,70,33,51,11,24,0,0,0,0,0,0,0,0,0,0,"Skeng,John Coop",Brrrp,0.969047136,Lil Uzi Vert,Trap This Way This Way,0.960735466,Istasha,Dried Out Feathers,0.959601737
$uicideboy$,I Think Im Ian Read,"[Chorus: Future] Meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feeling As for the xanny, I never forgot it Got these meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feelin' As for the xanny, I never forgot it Got these meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feeling As for the xanny, I never forgot it Got these meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feeling As for the xanny, I never forgot it Got these meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feeling As for the xanny, I never forgot it Got these meds on me, I'ma do 'em I take these pills, and I'm havin' a thrill Taking prescription's, a hell of a feeling As for the xanny, I never forgot it [Verse 1: ANTHONY MARS] Got these xans on me, I'ma do 'em Got these prescriptions that need to be filled Poppin' these pills 'till I'm buried in fields Percocets, heron, the Oxy, and dills Got a rig on me, I'mma shoot it Drugs in my veins, have it no other way Bitches keep asking if $licky okay He a zombie, he the walking decay ""Disgrace"" they say to my family name Learned behavior, yet I'm to blame Pills ingested got me runnin' late I can't move an inch, I can't feel my face Got bitches that want me to put down the drugs But I'd rather be loaded than fallin' in love Rather be duckin' than in your bitch fuckin' Slumped with the drugs, ain't got time for no cuffin'  [Chorus: Future] Got these meds on me, I'ma do 'em I take these pills, and I'm having a thrill Taking prescription's a hell of a feeling As for the xanny, I never forgot it Got these—  [Verse 2: NORMAN ATOMIC] Pop a perc', yeah, to stop the hurt I got a problem now, got to work it out Got a lot of loud, never heard a sound But they heard the pow from the Glock, I'm down Dialing up 911 They don't know whether to pump my stomach Or stitch the hole in the back of my head EMT said time of death, right at 7 Ruby get up like he walkin' to heaven My body don't move, but my soul shows it's presence Dig me a hole, I don't need no remembrance I'm heading back home, yeah, the place where the devil lives Ruby so devilish Looks like my penance is finding a plug at the bottom of hell I been looking for PK's, been looking for three days I woke up and then heard the priest say ""the devil lives!"" [Outro: Future] Got these meds on me, I'ma do 'em I take these pills, and I'm having a thrill Taking prescription's a hell of a feeling As for the xanny, I never forgot it",2:22,sadness,"hip hop,trap,cloud rap",Now the Moon's Rising,20th November 2015,G Maj,108,-6.37db,4-Apr,Yes,47,48,86,6,10,31,27,0,0,0,0,0,0,0,1,0,0,"Peso Da Goon,AFN Peso",Back on Bullshit,0.95815932,RJMrLA,Comfortable,0.945598174,Babyface Ray,Fake Luv,0.944831778
$uicideboy$,Gluttony,"[Chorus: Evil Pimp & DJ Paul] The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye..."" Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye..."" Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye...""  [Verse 1: YUNG $CARECROW] Grew up with them robbers, them shottas Them hot boys on the block I pop up with that nine-millimeter, the heater Or the ether, for any fuckboy who want it Night or the morning, at any moment I'm known to flash out with the eyes of Lucifer I'm Judas Plot with the red dot, hot with the six shot Rot in the same pot, opps gonna get dropped Docked in the same block, rocks all in my sock Stocked with the same Glock Mask on, pop, pop! And the devil all up in me when I murder with the semi Pull the trigger 'till it's empty, fuckboy, don't tempt me Fuckboys all envy *59 [Chorus: Evil Pimp & DJ Paul] Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye..."" Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye...""  [Verse 2: LIL UZI] Pull up with the Glock cocked, aim it at my head Shot popped, now I'm dead, with a hole full of lead Yung $now got yo' ho on a sled, getting head in slo-mo Siren sounds, here come the po-po Oh no, heard I got that work for the low-low Don't tell 'em shit, that's a no-no Three little pigs, I'm the big bad wolf Blood stained teeth, and I'm covered in wool Huff and I puff, on a blunt packed full Bricks ain't shit Hit a lick on a bitch Hold 'em up with the dick One shot in the mouth, now she starting to drool She blew me away, now my blood starts to pool Grade A death, like a shooting at a school Lay me to rest, I'm okay with no breath Ain't a fool, I ain't like the rest, bitch, I be hanging with ghouls [Chorus: Evil Pimp & DJ Paul] Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye..."" Silent night, there's no light That's when I start creepin' like a hitman Scope my man, and then I toss the dynamite, and— The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""goodbye...""  [Verse 3: POUYA] Yuh, uh, everybody wanna be ya' homie When you got your life intact As I look around, I realize that all of my opinions turn to facts I'm burning bridges cause I won't communicate with a label that can't relate to me Myself and I, you gotta tell I can tell that you lie I need more bread—I'm not satisfied Satellite television is not enough I pack out these shows Got hoes waiting right by the bus Just to get a chance to lick my nuts $outh $ide $uicide, do or die, who am I? Got that .45 in my Levis I know this bitch wanna be mine Treat this bitch like a feline, yuh, ayy [Outro: Evil Pimp] The devil's out tonight, I'm walking by his side So kiss yo mama on the lips, and softly say ""Goodbye...""",2:55,anger,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,F min,133,-6.52db,4-Apr,Yes,76,70,83,60,8,19,22,0,1,0,0,1,0,0,0,0,0,$uicideboy$,Uzi Loogies,1,$uicideboy$,$uicide,1,$uicideboy$,Muddy Blunts,1
$uicideboy$,Elysian Fields,"[Intro: Pimp Daddy] You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga  [Verse 1: NORTHSIDE SHAWTY] It's that motherfucking hot boy, bouncin' off the Northside Fuck 'em like KY, murder with no alibi Pawn to the game, hit a vein with a prick Might leave you rotting with them maggots in a ditch But you gotta be real to be a Northside killer Gotta be real to be a 7th Ward hitter Gotta be real to be a West Bank killer $uicide off the porch, we them triple six sinners Migity-motherfucker, what don't you understand? I'm $lickity $loth, the fucking Slenderman Motherfuck you, no, I can't fuck with ya' I done glowed up, and you acting real bitter Child-ass motherfucker, let me call a babysitter Before you throw another shot, maybe you should reconsider We the grey to the grave, the clip to the MAC We the ones who run the race, you the ones we overlap [Hook: Pimp Daddy] You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga You gotta be real to be a 7th Ward nigga You gotta be real to be a West Bank nigga  [Verse 2: 7TH WARD LORD] Yung pimp from Gentilly Where the concrete littered with them empty Philly blunt wraps Where the liquor floods, racks in my safe, kept safe 7th Ward by the lake, come and see me Bitch, I'm sick like a plague, uh Hold up, lil' woadie That ain't what he told me Uptown killers by the river is nothing holy Except for your white tee, red dots bleedin' in the hot sun Time to grab an ice tea, survival is unlikely Gorilla in the tank yelling, ""Where they at?"" Reminiscent of the 1990's Platinum fucking blades, chopping up the tracks Hoodrats acting fiesty, murder, murder nightly!  [Chorus: 7TH WARD LORD] If you from the 7th Ward, won't you make noise? Them fucking grey gorillas by the lake, $uicideboy$ If you from the North Shore, won't you make noise? Them fucking grey gorillas by the lake, $uicideboy$ If you from the West Bank, won't you make noise? Them fucking grey gorillas by the lake, $uicideboy$ If you from the Crescent City, won't you make noise? Them fucking grey gorillas by the lake, $uicideboy$ [Outro: Kangol Slim & 7TH WARD LORD] My hot girl and your hot girl were sittin' by the Bayou My hot girl told your hot girl, ""I got a hot boy that is fire"" Talking 'bout a hot boy (hot girl!) Hot boy (hot girl!) Everywhere we go (say what?) Upper Label take fo', and now you know how it go Representin' down-south, fa' sho' (break it down)",2:33,anger,"hip hop,trap,cloud rap",Eternal Grey,11th September 2016,G# Maj,100,-6.8db,4-Apr,Yes,51,72,91,51,19,61,3,0,0,0,0,0,0,0,0,0,0,"Drake,Giggs",No Long Talk,0.982877268,Nicki Minaj,Barbie Tingz,0.977560425,Saucy Santana,Material Girl,0.974350372
$uicideboy$,Bring Out Your Dead,"[Intro: Koopsta Knicca & YUNG MUTT] You gon', you gon', die, die— (Out of the way, kids!) Hanging out the motherfucking window (Aye, aye, aye) 'Bout to shoot this bitch  [Verse 1: YUNG MUTT] Used to smoke crack, now I count fucking racks Mack daddy smacked, licking a powder bag Back on my bullshit, white Benz coupe fit three in the back And that's not including yo' bitch too, shit Mutt hit the blunt like a bum $lick in the cut with a cut, no, we never gave a fuck Here I come, suck it up, bitch, I'm fucked Lead in the brain, I got tar in the lungs Threads full of stains in my car, fucking slumped Nothing to gain, I got nothing but bad fucking luck Lean the seat back as I swerve and I crash Yeah, there's blood mixed with glass As my dreams turn to black, I'm ash Put 'em in the back, no strap in the backpack Just a bunch of trash Told Zac, ""If we ever fell off with G*59 or FTP Let's just be terrorists, blow up on NBC"" [Hook: Koopsta Knicca] Yeah, you gon' die, ho Yeah, you gon' die, ho Hanging out the motherfucking window 'Bout to shoot this bitch Yeah, you gon' die, ho Yeah, you gon' die, ho Hanging out the motherfucking window (Ooh, ooh–!) 'Bout to shoot this bitch  [Verse 2: TONY WIT DA TOMMY] This for any pussy-boy that wanna act up (Ac' up) Find yourself dead with no guts (No guts) Voice in my head saying, ""Kill yourself!"" So, so, so I wrote a note Hot boy, turned cold To whom it may concern, fuck you and the world Nurse these Xanax Anxiety on panic, like ""Fuck, fuck, fuck! I gotta go!"" I got a sixty pack waitin' at home Feel like a zombie; I'm all alone Everyone clones Please tell your bitch to stop hitting my phone Before I put the .45 at your dome, lil' bitch! Hollow tips to the whole motherfucking game (Game!) Hollow tips, gonna insert in my brain [Hook: Koopsta Knicca] Yeah, you gon' die, ho Yeah, you gon' die, ho (R.I.P. Koopsta Knicca) Hanging out the motherfucking window (R.I.P. Koopsta Knicca) 'Bout to shoot this bitch Yeah, you gon' die, ho (R.I.P. Koopsta Knicca) Yeah, you gon' die, ho Hanging out the motherfucking window (Triple Six, Triple Six, Triple...) 'Bout to shoot this bitch",1:46,anger,"hip hop,trap,cloud rap",I Want to Die In New Orleans,7th September 2018,C# Maj,112,-8db,4-Apr,Yes,54,90,84,92,25,52,2,0,0,0,0,0,0,0,0,0,0,"Dr. Dre,Hittman,Ms. Roq",Holla Holla Remix,0.974595148,Starbomb,A Boy and His Boat,0.97175898,"Kay Flock,Thunder Bklu",Aint No Love,0.970443194
$uicideboy$,Rag Round My Skull,"[Verse 1: YUNG CHRIST] Drugs in my veins with two hoes on my lap I ain't gotta roll a thing, I got these bitches for that I got that smoke by the ounce, I got them pills by the bottle And if I ever run out, this junkie right here will rob ya Trappin' out the ocean just so I don't lose focus I'm always sippin' purple potion, keep them Backwoods in motion Yeah, I use and I sell Yeah, I'm straight out of Hell You drop my name in any city, bet it's gonna ring bells Chop it up quick like a brick, I ain't got time for the small talk Poppin' up quick, then I dip, see I don't wanna be bothered Just know I hate you motherfuckers, and that's from the heart Bunch of blowfish motherfuckers, and we are the sharks, ho  [Verse 2: RUBY DA CHERRY] Fuck all of y'all, bitch I don't give a fuck if $uicideboy$ never going to do shit Still put the pistol in my mouth, blow the back of my head out Now I'm going to head out Slit my fucking throat, throw me in a shark tank Either that or you can leave my bloody body in the motherfuckin' boat Fuck everything and fuck myself Fuck what you think, leave me hanging by a belt Brain banging with the pain, grey staining is the game Flames gaining my domain Staying in the same lane, I ain't never going to change See me dancing in the street when that motherfucking blood rains Everybody else is dealt with, bitch Keep your fame and your wealth and shit [Outro: RUBY DA CHERRY] Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine",2:21,anger,"hip hop,trap,cloud rap",7th or St. Tammany,2nd April 2015,C# min,109,-8.75db,4-Apr,Yes,50,49,81,17,14,13,16,0,0,0,0,0,0,0,1,0,0,$uicideboy$,Everest,0.982364157,"Gunna,Lil Baby",BLINDFOLD,0.980482515,"YN Jay,Louie Ray",Split Second,0.980414042
$uicideboy$,Krewe du Vieux Comedy  Tragedy,"[Intro: Ruby da Cherry] Mm, ayy (Ruby rarely rap about stackin' up) Ruby rarely (Ayy)  [Verse 1: Ruby da Cherry] Ruby rarely rap about stackin' up cash (Yeah, yeah, yeah, yeah) Probably why my wall missin' platinum plaques From depression to profession, it happened so fast Took some dabs last night, now I'm back to no wax Always gotta get fucked up, I can't last one day without fuckin' it up Fuck it, I'll consume whatever Pills are better whenever the going gets tough I'll bash in my casket, climb in and laugh until the grass is growin' through my skull Ayy, walk into the CVS with VVS's (Bitch) drippin' on my chest (Oh) Bright white lights (Oh) make the diamonds (Oh) flex But they also reveal my face without a mask on, what a mess Lookin' for a reason (Yeah, yeah), but I wanna rest  [Verse 2: Lil Cig] Lil Cig jump in this bitch Tell me do we got a problem? (What? what? what? what?) Emo bitch sucking dick like shit punk rappers Yeah, they all flodgers (Lil' bitch) Smokin' dope, Los Angeles in the Corvette Knock it out the park like a fuckin' Dodger Got the four-five on me at all times Bullet with yo' name, bullet with mine Why mine? For the sake of $uicide ($uicide) You see anybody ridin' with me in the Chevy? (No) I ain't think so Stay solo, stay dolo, lights go dim (Huh) Lowkey, I'm all alone and Sit on a throne, of illusions Every drug I'm on I start abusing Every drug I'm on I start abusing, fuck it",1:44,anger,"hip hop,trap,cloud rap",I Want to Die In New Orleans,7th September 2018,C Maj,102,-4.3db,4-Apr,Yes,51,60,83,14,5,10,3,1,0,0,0,0,0,0,0,1,1,Rajan Sahota,Undefeated,0.983584665,"$uicideboy$,Pouya",Suicide,0.978295037,"$uicideboy$,Pouya",BREAKDALAW2K16,0.978295037
$uicideboy$,Wheres Your God?,"[Verse 1: TRAP HOUSE $CRIM] Well it's that triple six, lunatic Smokin' piff, load the clip Grab the crucifix, it's an exorcism (666!) I've been hating life $uicide Who am I? Noose is tied Closing my eyes is my only mission (Fuck yo' god—!) It's that $carecrow with no soul I only ride solo Please don't take my photo, I hate all you bitches I'm clinching my trigger, I'm fuckin' your bitches The graveyard my trenches, trust me you don't want it I just hit 'em, and kill 'em with hell in my vision That druggie, that junkie, bitch, give me your money Blood on my clothes Spells on my soul Live in hell, but I'm cold Trust me, you don't want it when I got that motherfuckin' look in my eye Got six million ways, to commit a fuckin' homicide G*59 till the fuckin' day I commit $uicide (Fuck it—) [Verse 2: LIL OOZING] All the way from hell Climbing up, and out a well Blood sells, so I cut my fuckin' neck and sold myself To the prince of darkness Souls I harvest Bodies I reap and sow Turn off the lights, and watch me glow Back from the dead, had to sew my throat closed Maggots and larva started to grow Now I'm nothing but bones in a hole, decomposed (Fuck—!) Fuck what you believe in, bitch I never had a reason, bitch I'm comin' from the semen of a demon, now I'm leavin', bitch I'm bringin' back a screaming bitch And hanging from the ceiling, bitch It's seemin' like a dream and shit But trust me, you ain't freeing shit You a motherfuckin' slave like me and $lick  [Outro: Koopsta Knicca] Where's your God, where's your God Oh, where's your fuckin' God? Where's your God, where's your God Oh, where's your fuckin' God? Where's your God, where's your God Oh, where's your fuckin' God? Where's your God, where's your God Oh, where's your fuckin' God?",2:36,anger,"hip hop,trap,cloud rap",KILL YOURSELF Part VII: The Fuck God Saga,22nd December 2014,A min,98,-4.45db,4-Apr,Yes,50,70,77,38,6,68,54,0,0,0,0,0,0,0,0,0,0,"Kamaiyah,YG",Fukk It Up,0.961209298,"Kamaiyah,YG",Fuck It,0.961209298,"Kamaiyah,YG",I Aint to be Fucked With,0.961209298
$uicideboy$,20th Centurion,"[Intro: Buckshot] Homicide, $uicide, genocide, drive-bys Whatever you wanna call it, all you bitches gonna die Homicide, $uicide, genocide, drive-bys Whatever you wanna call it, all you bitches gonna die  [Verse 1: BIG GRIEVE] Make a punk bitch bite the curb, American History X Burning churches 'till they dirt, walk off and throw up the set Just another Sunday purge, I'm ISIS with blades and a neck Throw his body to the herd, this what happens when you flex Fuckboy, I laced your mama drink with LSD Gave your sister mescaline, and chased her up and down the street Never sleep, stay on the creep to kill you sheep Mark of the beast, walking disease, Hell is my theme  [Hook: Buckshot & LIL OOZING] Homicide, $uicide, genocide, drive-bys Whatever you wanna call it, all you bitches gonna die Homicide, $uicide, genocide, drive-bys Whatever you wanna call it, all you bitches gonna die [Verse 2: LIL OOZING] Gimme a cigarette, my nerves is bad What the fuck your name is, boy? I never heard of that Germ is back in the N.O., we made a murder pack She let out a nervous laugh Swimming in the deep like, ""where the surface at?"" Make the sign of the cross, and then I'm skrrtin' in the church's ash Let my soul escape, I'm switching bodies like a hermit crab Home is where the dirt is at Lemme circle back to the days when I said, ""fuck the world"" It's still me versus that Ruby stuntin' like a circus act  [Hook: Buckshot] Homicide, $uicide, genocide, drive-bys Whatever you wanna call it all you bitches gonna die  [Verse 3: GERM] Who that there with all that flair? Stare into my eyes, I dare ya Ride with the carbon pistons in the hood Ben Wallace with me, just might shoot you down Don't make no sound Big gun sounds get to rushing, bitch, it's nothing DIRTYNASTY$UICIDE, it's you or I, it's do or die Bitch, it's me I got hunnids, and I heard your tank's on E Boot me down, I stomp you out Big body bitch, hold on my heat Clap 'em with the ratty just for acting all types of cheesy Better believe me, hoe, gimme the cheese and dope [Outro: Buckshot] Homicide, $uicide, genocide, drive-bys Whatever you wanna call it all you bitches gonna die Homicide, $uicide, genocide, drive-bys Whatever you wanna call it all you bitches gonna die",2:55,anger,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,F min,133,-6.52db,4-Apr,Yes,76,70,83,60,8,19,22,0,1,0,0,1,0,0,0,0,0,$uicideboy$,Uzi Loogies,1,$uicideboy$,$uicide,1,$uicideboy$,Muddy Blunts,1
